Code,Info,Hospital Outpatient Price
44385,"Endoscopic evaluation of small intestinal pouch (eg, kock pouch, ileal reservoir [s or j]); diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (44385)",$188
44386,"Endoscopic evaluation of small intestinal pouch (eg, kock pouch, ileal reservoir [s or j]); with biopsy, single or multiple (44386)",$191
44388,"Colonoscopy through stoma; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (44388)",$204
44388,"Colonoscopy through stoma; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (44388)",$204
44388,"Colonoscopy through stoma; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (44388)",$204
44388,"Colonoscopy through stoma; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (44388)",$204
44389,"Colonoscopy through stoma; with biopsy, single or multiple (44389)",$257
44390,Colonoscopy through stoma; with removal of foreign body(s) (44390),$214
44391,"Colonoscopy through stoma; with control of bleeding, any method (44391)",$268
44392,"Colonoscopy through stoma; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps (44392)",$262
44394,"Colonoscopy through stoma; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique (44394)",$267
44401,"Colonoscopy through stoma; with ablation of tumor(s), polyp(s), or other lesion(s) (includes pre-and post-dilation and guide wire passage, when performed) (44401)",$270
44402,"Colonoscopy through stoma; with endoscopic stent placement (including pre- and post-dilation and guide wire passage, when performed) (44402)","$1,136"
44403,Colonoscopy through stoma; with endoscopic mucosal resection (44403),$282
44404,"Colonoscopy through stoma; with directed submucosal injection(s), any substance (44404)",$257
44405,Colonoscopy through stoma; with transendoscopic balloon dilation (44405),$259
44406,"Colonoscopy through stoma; with endoscopic ultrasound examination, limited to the sigmoid, descending, transverse, or ascending colon and cecum and adjacent structures (44406)",$268
44407,"Colonoscopy through stoma; with transendoscopic ultrasound guided intramural or transmural fine needle aspiration/biopsy(s), includes endoscopic ultrasound examination limited to the sigmoid, descending, transverse, or ascending colon and cecum and adjacent structures (44407)",$277
44408,"Colonoscopy through stoma; with decompression (for pathologic distention) (eg, volvulus, megacolon), including placement of decompression tube, when performed (44408)",$218
44500,"Introduction of long gastrointestinal tube (eg, miller-abbott) (separate procedure) (44500)",$175
45000,Transrectal drainage of pelvic abscess (45000),$308
45005,"Incision and drainage of submucosal abscess, rectum (45005)",$256
45020,"Incision and drainage of deep supralevator, pelvirectal, or retrorectal abscess (45020)",$647
45100,"Biopsy of anorectal wall, anal approach (eg, congenital megacolon) (45100)",$595
45108,Anorectal myomectomy (45108),$609
45150,Division of stricture of rectum (45150),$308
45160,"Excision of rectal tumor by proctotomy, transsacral or transcoccygeal approach (45160)",$737
45171,"Excision of rectal tumor, transanal approach; not including muscularis propria (ie, partial thickness) (45171)",$656
45172,"Excision of rectal tumor, transanal approach; including muscularis propria (ie, full thickness) (45172)",$697
45190,"Destruction of rectal tumor (eg, electrodesiccation, electrosurgery, laser ablation, laser resection, cryosurgery) transanal approach (45190)",$672
45300,"Proctosigmoidoscopy, rigid; diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure) (45300)",
45303,"Proctosigmoidoscopy, rigid; with dilation (eg, balloon, guide wire, bougie) (45303)",$240
45305,"Proctosigmoidoscopy, rigid; with biopsy, single or multiple (45305)",$238
45307,"Proctosigmoidoscopy, rigid; with removal of foreign body (45307)",$554
45308,"Proctosigmoidoscopy, rigid; with removal of single tumor, polyp, or other lesion by hot biopsy forceps or bipolar cautery (45308)",$551
45309,"Proctosigmoidoscopy, rigid; with removal of single tumor, polyp, or other lesion by snare technique (45309)",$241
45315,"Proctosigmoidoscopy, rigid; with removal of multiple tumors, polyps, or other lesions by hot biopsy forceps, bipolar cautery or snare technique (45315)",$null
45317,"Proctosigmoidoscopy, rigid; with control of bleeding (eg, injection, bipolar cautery, unipolar cautery, laser, heater probe, stapler, plasma coagulator) (45317)",$245
45320,"Proctosigmoidoscopy, rigid; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique (eg, laser) (45320)",$555
45321,"Proctosigmoidoscopy, rigid; with decompression of volvulus (45321)",$555
45327,"Proctosigmoidoscopy, rigid; with transendoscopic stent placement (includes predilation) (45327)","$1,108"
45330,"Sigmoidoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (45330)",
45331,"Sigmoidoscopy, flexible; with biopsy, single or multiple (45331)",$188
45332,"Sigmoidoscopy, flexible; with removal of foreign body(s) (45332)",$244
45333,"Sigmoidoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps (45333)",$192
45334,"Sigmoidoscopy, flexible; with control of bleeding, any method (45334)",$246
45335,"Sigmoidoscopy, flexible; with directed submucosal injection(s), any substance (45335)",$187
45337,"Sigmoidoscopy, flexible; with decompression (for pathologic distention) (eg, volvulus, megacolon), including placement of decompression tube, when performed (45337)",$196
45338,"Sigmoidoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique (45338)",$247
45340,"Sigmoidoscopy, flexible; with transendoscopic balloon dilation (45340)",$239
45341,"Sigmoidoscopy, flexible; with endoscopic ultrasound examination (45341)",$198
45342,"Sigmoidoscopy, flexible; with transendoscopic ultrasound guided intramural or transmural fine needle aspiration/biopsy(s) (45342)",$257
45346,"Sigmoidoscopy, flexible; with ablation of tumor(s), polyp(s), or other lesion(s) (includes pre- and post-dilation and guide wire passage, when performed) (45346)",$255
45347,"Sigmoidoscopy, flexible; with placement of endoscopic stent (includes pre- and post-dilation and guide wire passage, when performed) (45347)","$1,115"
45349,"Sigmoidoscopy, flexible; with endoscopic mucosal resection (45349)",$573
45350,"Sigmoidoscopy, flexible; with band ligation(s) (eg, hemorrhoids) (45350)",$243
45378,"Colonoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (45378)",$209
45378,"Colonoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (45378)",$209
45378,"Colonoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (45378)",$209
45378,"Colonoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure) (45378)",$209
45379,"Colonoscopy, flexible; with removal of foreign body(s) (45379)",$270
45380,"Colonoscopy, flexible; with biopsy, single or multiple (45380)",$262
45381,"Colonoscopy, flexible; with directed submucosal injection(s), any substance (45381)",$262
45382,"Colonoscopy, flexible; with control of bleeding, any method (45382)",$273
45384,"Colonoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps (45384)",$268
45385,"Colonoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique (45385)",$273
45386,"Colonoscopy, flexible; with transendoscopic balloon dilation (45386)",$264
45388,"Colonoscopy, flexible; with ablation of tumor(s), polyp(s), or other lesion(s) (includes pre- and post-dilation and guide wire passage, when performed) (45388)",$276
45389,"Colonoscopy, flexible; with endoscopic stent placement (includes pre- and post-dilation and guide wire passage, when performed) (45389)","$1,141"
45390,"Colonoscopy, flexible; with endoscopic mucosal resection (45390)",$599
45391,"Colonoscopy, flexible; with endoscopic ultrasound examination limited to the rectum, sigmoid, descending, transverse, or ascending colon and cecum, and adjacent structures (45391)",$273
45392,"Colonoscopy, flexible; with transendoscopic ultrasound guided intramural or transmural fine needle aspiration/biopsy(s), includes endoscopic ultrasound examination limited to the rectum, sigmoid, descending, transverse, or ascending colon and cecum, and adjacent structures (45392)",$282
45393,"Colonoscopy, flexible; with decompression (for pathologic distention) (eg, volvulus, megacolon), including placement of decompression tube, when performed (45393)",$272
45398,"Colonoscopy, flexible; with band ligation(s) (eg, hemorrhoids) (45398)",$269
45500,Proctoplasty; for stenosis (45500),$647
45505,Proctoplasty; for prolapse of mucous membrane (45505),$653
45541,"Proctopexy (eg, for prolapse); perineal approach (45541)",$719
45560,Repair of rectocele (separate procedure) (45560),$671
45562,No Information Found,$null
45900,Reduction of procidentia (separate procedure) under anesthesia (45900),$216
45905,Dilation of anal sphincter (separate procedure) under anesthesia other than local (45905),$257
45910,Dilation of rectal stricture (separate procedure) under anesthesia other than local (45910),$262
45915,Removal of fecal impaction or foreign body (separate procedure) under anesthesia (45915),$269
45990,"Anorectal exam, surgical, requiring anesthesia (general, spinal, or epidural), diagnostic (45990)",$555
46020,Placement of seton (46020),$557
46030,"Removal of anal seton, other marker (46030)",$240
46040,Incision and drainage of ischiorectal and/or perirectal abscess (separate procedure) (46040),$308
46045,"Incision and drainage of intramural, intramuscular, or submucosal abscess, transanal, under anesthesia (46045)",$622
46050,"Incision and drainage, perianal abscess, superficial (46050)",$194
46060,"Incision and drainage of ischiorectal or intramural abscess, with fistulectomy or fistulotomy, submuscular, with or without placement of seton (46060)",$631
46070,"Incision, anal septum (infant) (46070)",$588
46080,"Sphincterotomy, anal, division of sphincter (separate procedure) (46080)",$566
46083,"Incision of thrombosed hemorrhoid, external (46083)",$68
46200,"Fissurectomy, including sphincterotomy, when performed (46200)",$602
46220,"Excision of single external papilla or tag, anus (46220)",$248
46221,"Hemorrhoidectomy, internal, by rubber band ligation(s) (46221)",$211
46230,"Excision of multiple external papillae or tags, anus (46230)",$569
46250,"Hemorrhoidectomy, external, 2 or more columns/groups (46250)",$598
46255,"Hemorrhoidectomy, internal and external, single column/group; (46255)",$605
46257,"Hemorrhoidectomy, internal and external, single column/group; with fissurectomy (46257)",$617
46258,"Hemorrhoidectomy, internal and external, single column/group; with fistulectomy, including fissurectomy, when performed (46258)",$630
